individual_id,university_attended,income
38890,non-elite university,86081
38891,elite university,74704
38892,non-elite university,40158
38893,non-elite university,67763
38894,non-elite university,76103
38895,non-elite university,47367
38896,non-elite university,53785
38897,elite university,83740
38898,elite university,48966
38899,non-elite university,84119
38900,non-elite university,26483
38901,non-elite university,34616
38902,non-elite university,42992
38903,elite university,71321
38904,elite university,79904
38905,elite university,55503
38906,elite university,65114
38907,non-elite university,141369
38908,elite university,126868
38909,non-elite university,46315
38910,elite university,121351
38911,non-elite university,145349
38912,elite university,62879
38913,non-elite university,63066
38914,non-elite university,48832
38915,elite university,100711
38916,elite university,78460
38917,non-elite university,65526
38918,elite university,65582
38919,non-elite university,31236
38920,elite university,31508
38921,non-elite university,50384
38922,elite university,109289
38923,elite university,112808
38924,elite university,58559
38925,elite university,104133
38926,elite university,42007
38927,non-elite university,81180
38928,elite university,65222
38929,non-elite university,83709
38930,non-elite university,64508
38931,elite university,69991
38932,elite university,64513
38933,elite university,65095
38934,non-elite university,100028
38935,non-elite university,68410
38936,elite university,75169
38937,non-elite university,68206
38938,elite university,46703
38939,elite university,31963
38940,non-elite university,56473
38941,non-elite university,63450
38942,non-elite university,60228
38943,elite university,76879
38944,elite university,88724
38945,elite university,62999
38946,elite university,36022
38947,non-elite university,79490
38948,non-elite university,43476
38949,elite university,71147
38950,non-elite university,71395
38951,non-elite university,74963
38952,elite university,57720
38953,non-elite university,48925
38954,non-elite university,58245
38955,non-elite university,38282
38956,elite university,45427
38957,elite university,68393
38958,elite university,86928
38959,non-elite university,55458
38960,elite university,74655
38961,non-elite university,47973
38962,non-elite university,36060
38963,non-elite university,85490
38964,elite university,104513
38965,elite university,64450
38966,elite university,35414
38967,non-elite university,73874
38968,elite university,79122
38969,elite university,50832
38970,non-elite university,53703
38971,elite university,41781
38972,non-elite university,52124
38973,non-elite university,44508
38974,non-elite university,70410
38975,elite university,47664
38976,non-elite university,55210
38977,non-elite university,125799
38978,non-elite university,77654
38979,elite university,48463
38980,elite university,149311
38981,non-elite university,45173
38982,elite university,50544
38983,elite university,100233
38984,elite university,58538
38985,non-elite university,90923
38986,elite university,125454
38987,elite university,70167
38988,elite university,53708
38989,elite university,67973
38990,non-elite university,45452
38991,elite university,83733
38992,non-elite university,36522
38993,elite university,44624
38994,non-elite university,41504
38995,non-elite university,54365
38996,non-elite university,56737
38997,non-elite university,65740
38998,non-elite university,59345
38999,non-elite university,35029
39000,non-elite university,39539
39001,non-elite university,79000
39002,elite university,79285
39003,non-elite university,58726
39004,non-elite university,46678
39005,elite university,64501
39006,non-elite university,56313
39007,elite university,59788
39008,non-elite university,49468
39009,elite university,49421
39010,non-elite university,86837
39011,elite university,39757
39012,elite university,68252
39013,non-elite university,53195
39014,elite university,57085
39015,non-elite university,47548
39016,elite university,59552
39017,non-elite university,76991
39018,non-elite university,47323
39019,elite university,46167
39020,non-elite university,88489
39021,elite university,82680
39022,elite university,55818
39023,elite university,72423
39024,non-elite university,77245
39025,elite university,54728
39026,non-elite university,86146
39027,elite university,109347
39028,elite university,124256
39029,non-elite university,63309
39030,non-elite university,63232
39031,elite university,40982
39032,elite university,59634
39033,elite university,64622
39034,elite university,96862
39035,non-elite university,123332
39036,non-elite university,112352
39037,elite university,82754
39038,non-elite university,70133
39039,elite university,66749
39040,non-elite university,53878
39041,non-elite university,34845
39042,elite university,90302
39043,non-elite university,33366
39044,elite university,91305
39045,elite university,99951
39046,elite university,79110
39047,elite university,84510
39048,non-elite university,53734
39049,elite university,102405
39050,non-elite university,107535
39051,elite university,95043
39052,non-elite university,36138
39053,non-elite university,48542
39054,non-elite university,54333
39055,elite university,44313
39056,elite university,61268
39057,elite university,62613
39058,elite university,60140
39059,elite university,56878
39060,elite university,53919
39061,elite university,67833
39062,non-elite university,45518
39063,non-elite university,45640
39064,non-elite university,76378
39065,non-elite university,94303
39066,elite university,92325
