individual_id,university_attended,income_elite_university,income_non_elite_university
63494,non-elite university,53327,52327
63495,non-elite university,58210,57210
63496,elite university,87460,86460
63497,non-elite university,56578,55578
63498,non-elite university,126618,125618
63499,elite university,60454,59454
63500,elite university,144390,143390
63501,non-elite university,119784,118784
63502,non-elite university,88739,87739
63503,elite university,38089,37089
63504,elite university,118163,117163
63505,non-elite university,72654,71654
63506,non-elite university,48393,47393
63507,non-elite university,99742,98742
63508,elite university,58517,57517
63509,elite university,91190,90190
63510,non-elite university,47969,46969
63511,non-elite university,85085,84085
63512,elite university,58784,57784
63513,non-elite university,43791,42791
63514,non-elite university,47827,46827
63515,non-elite university,83559,82559
63516,non-elite university,59189,58189
63517,elite university,42398,41398
63518,non-elite university,135305,134305
63519,elite university,57157,56157
63520,non-elite university,68883,67883
63521,non-elite university,110971,109971
63522,elite university,46761,45761
63523,non-elite university,47524,46524
63524,non-elite university,70228,69228
63525,non-elite university,42706,41706
63526,non-elite university,101900,100900
63527,elite university,45916,44916
63528,elite university,63323,62323
63529,non-elite university,44383,43383
63530,non-elite university,58494,57494
63531,non-elite university,74420,73420
63532,non-elite university,67333,66333
63533,elite university,75529,74529
63534,elite university,80610,79610
63535,non-elite university,130918,129918
63536,elite university,83132,82132
63537,non-elite university,30313,29313
63538,elite university,66363,65363
63539,elite university,55949,54949
63540,elite university,113672,112672
63541,non-elite university,36147,35147
63542,elite university,97552,96552
63543,elite university,121159,120159
63544,elite university,55040,54040
63545,non-elite university,41642,40642
63546,non-elite university,42018,41018
63547,elite university,104603,103603
63548,elite university,60392,59392
63549,non-elite university,69642,68642
63550,non-elite university,49269,48269
63551,elite university,84318,83318
63552,elite university,69438,68438
63553,elite university,76134,75134
63554,non-elite university,34003,33003
63555,non-elite university,33846,32846
63556,elite university,121097,120097
63557,non-elite university,57400,56400
63558,elite university,56015,55015
63559,elite university,65367,64367
63560,non-elite university,47155,46155
63561,non-elite university,46001,45001
63562,elite university,70890,69890
63563,non-elite university,74897,73897
63564,non-elite university,74295,73295
63565,non-elite university,44253,43253
63566,elite university,76266,75266
63567,non-elite university,67511,66511
63568,non-elite university,39808,38808
63569,elite university,90680,89680
63570,elite university,127081,126081
63571,non-elite university,87518,86518
63572,non-elite university,67666,66666
63573,non-elite university,38807,37807
63574,non-elite university,52683,51683
63575,non-elite university,55868,54868
63576,non-elite university,104359,103359
63577,non-elite university,56289,55289
63578,non-elite university,87448,86448
63579,non-elite university,73294,72294
63580,elite university,51675,50675
63581,elite university,56488,55488
63582,elite university,61852,60852
63583,non-elite university,59643,58643
63584,non-elite university,82651,81651
63585,elite university,56853,55853
63586,elite university,127459,126459
63587,elite university,90445,89445
63588,non-elite university,42572,41572
63589,elite university,128878,127878
63590,non-elite university,34394,33394
63591,non-elite university,133269,132269
63592,elite university,81892,80892
63593,non-elite university,34677,33677
63594,non-elite university,92612,91612
63595,elite university,88046,87046
63596,elite university,51931,50931
63597,elite university,72698,71698
63598,elite university,164632,163632
63599,elite university,70853,69853
63600,non-elite university,51947,50947
63601,non-elite university,85281,84281
63602,non-elite university,83294,82294
63603,elite university,35403,34403
63604,non-elite university,80174,79174
63605,elite university,59274,58274
63606,non-elite university,94370,93370
63607,elite university,59098,58098
63608,elite university,52763,51763
63609,non-elite university,46674,45674
63610,non-elite university,37308,36308
63611,non-elite university,67947,66947
63612,non-elite university,65290,64290
63613,non-elite university,63346,62346
63614,non-elite university,72656,71656
63615,elite university,51229,50229
63616,non-elite university,48034,47034
63617,elite university,70376,69376
63618,non-elite university,67548,66548
63619,elite university,39809,38809
63620,non-elite university,86012,85012
63621,non-elite university,26456,25456
63622,elite university,130673,129673
63623,elite university,105034,104034
63624,non-elite university,40290,39290
63625,non-elite university,94892,93892
63626,elite university,34597,33597
63627,elite university,64356,63356
63628,elite university,55588,54588
63629,non-elite university,112784,111784
63630,non-elite university,60958,59958
63631,non-elite university,119210,118210
63632,elite university,57455,56455
63633,elite university,80743,79743
63634,non-elite university,73295,72295
63635,elite university,89319,88319
63636,non-elite university,51924,50924
63637,elite university,67251,66251
63638,non-elite university,86321,85321
63639,non-elite university,74513,73513
63640,elite university,62572,61572
63641,non-elite university,53724,52724
63642,elite university,34238,33238
63643,non-elite university,73554,72554
63644,elite university,70473,69473
63645,elite university,55085,54085
63646,non-elite university,63348,62348
63647,elite university,56137,55137
63648,non-elite university,70950,69950
63649,elite university,63430,62430
63650,non-elite university,29740,28740
63651,non-elite university,43965,42965
63652,elite university,80746,79746
63653,elite university,51326,50326
63654,non-elite university,93166,92166
63655,elite university,98627,97627
63656,elite university,47800,46800
63657,non-elite university,62318,61318
63658,elite university,52871,51871
63659,elite university,89205,88205
63660,elite university,77995,76995
63661,elite university,103922,102922
63662,non-elite university,81819,80819
63663,elite university,96604,95604
63664,non-elite university,38353,37353
63665,elite university,75736,74736
63666,elite university,45251,44251
63667,non-elite university,40698,39698
63668,elite university,93715,92715
63669,elite university,85938,84938
63670,non-elite university,71229,70229
63671,elite university,91098,90098
63672,non-elite university,89580,88580
63673,non-elite university,40888,39888
63674,non-elite university,36395,35395
63675,elite university,41382,40382
63676,elite university,42604,41604
63677,elite university,45987,44987
63678,elite university,66321,65321
63679,non-elite university,115272,114272
63680,elite university,132438,131438
63681,elite university,82937,81937
63682,non-elite university,51994,50994
63683,elite university,44292,43292
63684,non-elite university,57669,56669
63685,elite university,41978,40978
63686,elite university,96818,95818
63687,non-elite university,78279,77279
63688,non-elite university,85978,84978
63689,elite university,72576,71576
63690,non-elite university,86603,85603
63691,elite university,182643,181643
63692,non-elite university,126433,125433
63693,elite university,47913,46913
63694,non-elite university,67223,66223
63695,elite university,51053,50053
63696,non-elite university,50070,49070
63697,elite university,48762,47762
63698,non-elite university,65440,64440
63699,non-elite university,42310,41310
63700,elite university,48524,47524
63701,elite university,64565,63565
63702,elite university,83474,82474
63703,non-elite university,51912,50912
63704,elite university,75877,74877
